ticker,company,issuer,spot,predicted,date_posted
1928,金沙中國 (01928),高盛,47.1,48.5,25/7/2013 13:30
2888,渣打銀行 (02888),摩根士丹利,219,194,25/7/2013 13:23
1212,利福 (01212),瑞信,19.4,20.5,25/7/2013 12:36
322,康師傅控股 (00322),法巴,,17.9,25/7/2013 11:51
5,匯豐控股 (00005),德意志銀行,,80,25/7/2012 15:02
493,國美電器 (00493),美銀美林,,0.68,25/7/2012 14:46
1387,人和商業 (01387),瑞銀,0.35,0.28,25/7/2012 13:59
883,中國海洋石油 (00883),工銀國際,,15.08,25/7/2012 13:48
6030,中信証券 (06030),瑞銀,,13,25/7/2012 12:02
883,中海油 (00883),大和,,21.3,25/7/2012 11:52
639,首鋼資源 (00639),德銀,,3.1,25/7/2012 11:15
144,招商局國際 (00144),美銀美林,,26,25/7/2012 10:39
951,超威動力 (00951),法巴,,4.3,25/7/2011 08:59
3323,中國建材 (03323),摩根士丹利,,20,25/7/2011 08:58
2333,長城汽車 (02333),摩根士丹利,,15.8,25/7/2011 16:00
1299,友邦保險 (01299),摩根士丹利,,29,25/7/2011 15:25
1886,匯源果汁 (01886),瑞銀,4.9,4.5,25/7/2011 15:12
3,香港中華煤氣 (00003),高盛,,14.36,25/7/2011 15:02
778,置富產業 (00778),大和,4.9,5.15,25/7/2011 14:56
2282,美高梅中國 (02282),美銀美林,20,20.6,25/7/2011 14:46
27,銀河娛樂 (00027),美銀美林,19.6,22,25/7/2011 14:45
1928,金沙中國 (01928),美銀美林,24.2,26,25/7/2011 14:43
880,澳搏 (00880),美銀美林,19.1,22.6,25/7/2011 14:42
11,恒生銀行 (00011),未來資產,,139,25/7/2011 14:35
302,永亨銀行 (00302),未來資產,,133,25/7/2011 14:34
1193,華潤燃氣 (01193),渣打银行,,12.3,25/7/2011 14:32
2319,蒙牛乳業 (02319),工銀國際,,32,25/7/2011 14:30
494,利豐 (00494),高盛,20,18.2,25/7/2011 11:11
2007,碧桂園 (02007),高盛,3.9,4.6,25/7/2011 11:11
2,中電 (00002),德銀,79,78,25/6/2019 09:42
384,中國燃氣 (00384),德銀,,11.5,25/6/2015 18:28
3328,交通銀行 (03328),摩根大通,,5.9,25/6/2015 15:31
494,利豐 (00494),瑞銀,5.2,4.5,25/6/2015 14:21
939,建設銀行 (00939),德意志銀行,,8.54,25/6/2015 14:17
384,中國燃氣 (00384),瑞信,17.5,18,25/6/2015 14:03
489,東風汽車 (00489),摩根大通,,22,25/6/2014 18:01
2202,萬科 (02202),里昂,,17.4,25/6/2014 17:55
2777,富力地產 (02777),高盛,16.3,14.8,25/6/2013 16:27
6881,中國銀河 (06881),美銀美林,,5.8,25/6/2013 16:25
2338,濰柴動力 (02338),摩根大通,,26,25/6/2013 15:47
13,和黃 (00013),瑞銀,,105,25/6/2013 15:45
1382,互太紡織 (01382),花旗,,8.7,25/6/2013 15:44
3311,中國建築 (03311),瑞銀,,13.6,25/6/2013 11:54
16,新鴻基地產 (00016),美銀美林,,135,25/6/2013 11:53
3900,綠城中國 (03900),Jefferies,,11.3,25/6/2012 17:53
1109,華潤置地 (01109),派杰,,17.5,25/6/2012 11:54
992,聯想集團 (00992),瑞銀,,8,25/6/2012 10:37
1313,華潤水泥 (01313),美銀美林,,6.2,25/6/2012 10:34
973,歐舒丹 (00973),里昂,,20,25/6/2010 18:18
700,騰訊 (00700),星展,,162,25/6/2010 17:18
763,中興通訊 (00763),中金,,52,25/6/2010 16:30
178,莎莎國際 (00178),摩根大通,4.2,4.9,25/6/2010 10:37
35,遠東發展 (00035),大福證券,,4.01,25/6/2010 10:22
1055,南方航空 (01055),美林,4.9,5.2,25/6/2010 10:03
916,龍源電力 (00916),瑞銀,11.8,10.1,25/6/2010 10:00
2319,蒙牛乳業 (02319),德銀,,26.95,25/5/2018 12:04
175,吉利汽車 (00175),麥格理,,8.3,25/5/2017 11:37
175,吉利汽車 (00175),德銀,,11.7,25/5/2017 11:22
992,聯想集團 (00992),花旗,7,5.1,25/5/2016 22:28
992,聯想集團 (00992),瑞銀,5.5,5.2,25/5/2016 22:28
992,聯想集團 (00992),滙豐,5.9,4.7,25/5/2016 22:28
1880,百麗國際 (01880),瑞銀,,3.5,25/5/2016 22:28
6030,中信証券 (06030),瑞銀,14,15.9,25/5/2016 22:26
468,紛美包裝 (00468),滙豐,3.9,4.1,25/5/2016 22:25
3898,中車時代電氣 (03898),滙豐,,60,25/5/2016 22:22
2369,酷派集團 (02369),野村,,1.25,25/5/2016 22:19
1929,周大福 (01929),瑞銀,12.8,11.55,25/5/2012 13:52
322,康師傅控股 (00322),瑞信,,20.7,25/5/2012 12:56
2331,李寧 (02331),高盛,12.1,11.2,25/5/2012 10:58
3333,恆大地產 (03333),高盛,,7.23,25/5/2012 10:57
1114,華晨中國 (01114),高盛,,8.66,25/5/2012 10:56
3993,洛陽鉬業 (03993),國泰君安,,7,25/5/2011 09:19
5,?豐控股 (00005),美銀美林,102,93,25/5/2011 09:15
1177,中國生物製藥 (01177),摩根大通,4,3.6,25/5/2011 09:14
3618,重慶農村商業銀行 (03618),瑞信,4.53,4.78,25/5/2011 08:57
506,中國食品 (00506),中銀國際,,5.15,25/5/2011 17:50
569,中國自動化 (00569),星展唯高達,,7.2,25/5/2011 17:20
2331,李寧 (02331),建銀國際,,10.7,25/5/2011 16:00
3360,遠東宏信 (03360),瑞銀,,8.6,25/5/2011 15:48
1800,中國交通建設 (01800),摩根大通,,7.8,25/5/2011 15:48
2883,中海油田服務 (02883),瑞銀,19.6,18.5,25/5/2011 15:42
358,江西銅業股份 (00358),高盛,35.2,37.3,25/5/2011 15:03
569,中國自動化 (00569),星展唯高達,,7.2,25/5/2011 14:54
1177,中國生物製藥 (01177),野村,,3.75,25/5/2011 14:51
2331,李寧 (02331),建銀國際,,10.7,25/5/2011 14:49
1101,中國熔盛重工 (01101),建銀國際,,9.8,25/5/2011 14:47
882,天津發展 (00882),大福證券,,5.8,25/5/2010 09:59
735,中國電力新能源 (00735),元大,,1.3,25/5/2010 17:26
101,恆隆地產 (00101),星展唯高達,31.65,29.5,25/5/2010 16:45
291,華潤創業 (00291),里昂,,30.85,25/5/2010 16:07
3389,亨得利 (03389),德銀,,3.89,25/5/2010 16:03
291,華潤創業 (00291),派杰,29.5,27.2,25/5/2010 15:13
2332,和記電訊 (02332),德意志,,2.2,25/5/2010 14:41
101,恒隆地產 (00101),星展唯高達,,29.5,25/5/2010 14:37
814,京客隆 (00814),星展唯高達,,10.34,25/5/2010 14:32
291,華潤創業 (00291),未來資產,,35.6,25/5/2010 14:29
700,騰訊 (00700),德銀,156,160,25/5/2010 10:21
2888,渣打 (02888),摩根大通,,210,25/5/2010 10:14
2899,紫金 (02899),里昂,7.8,7.2,25/5/2010 10:02
867,康哲藥業 (00867),富瑞,,15.5,25/4/2017 11:56
763,中興通訊 (00763),富瑞,,18.6,25/4/2017 11:22
522,ASM太平洋 (00522),里昂,,62.55,25/4/2014 11:45
1928,金沙中國 (01928),里昂,73,75,25/4/2014 11:31
3988,中國銀行 (03988),星展唯高達,,4.39,25/4/2014 11:23
358,江西銅業 (00358),瑞銀,17.88,17.06,25/4/2013 17:01
1988,民行 (01988),花旗,,8.5,25/4/2013 14:42
1171,兗州煤 (01171),里昂,10,8.3,25/4/2013 13:51
1088,中國神華 (01088),里昂,38.5,34.5,25/4/2013 13:49
1070,TCL多媒體 (01070),DBS唯高達,7.02,7.55,25/4/2013 13:38
1988,民生銀行 (01988),巴克萊,,10.98,25/4/2013 12:13
1988,民生銀行 (01988),德意志銀行,,9.37,25/4/2013 12:10
1988,民生銀行 (01988),里昂,9.45,8.36,25/4/2013 12:09
728,中國電信 (00728),摩根大通,,4.6,25/4/2012 15:53
81,中國海外宏洋 (00081),花旗,,12.68,25/4/2012 15:11
6030,中信證券 (06030),瑞信,13.77,16.05,25/4/2012 12:05
1733,永暉焦煤 (01733),高盛,2,2.18,25/4/2012 10:46
883,中國海洋石油 (00883),花旗,,20,25/4/2012 10:45
1072,東方電氣 (01072),大和,25.2,20.2,25/4/2012 10:44
1044,恒安國際 (01044),交銀國際,88,91,25/3/2015 19:31
1044,恒安國際 (01044),金英證券,,102.6,25/3/2015 18:29
1044,恒安國際 (01044),摩根大通,100,105,25/3/2015 18:27
1044,恒安國際 (01044),德銀,86,95.1,25/3/2015 18:27
1044,恒安國際 (01044),里昂,97,103,25/3/2015 18:26
1044,恒安國際 (01044),高盛,102.5,101,25/3/2015 18:25
1288,農業銀行 (01288),里昂,,4.3,25/3/2015 14:29
2331,李寧 (02331),大摩,,5.5,25/3/2014 17:20
178,莎莎國際 (00178),里昂,,6,25/3/2014 15:32
322,康師傅 (00322),里昂,,19.31,25/3/2014 13:40
2331,李寧 (02331),星展唯高達,,6.4,25/3/2014 12:53
914,安徽海螺水泥 (00914),星展唯高達,,35,25/3/2014 12:41
3618,重慶農村商業銀行 (03618),摩根大通,,4.1,25/3/2013 08:39
210,達芙妮 (00210),摩根大通,,9.8,25/3/2013 08:36
883,中海油 (00883),摩根大通,,13,25/3/2013 08:34
2777,富力地產 (02777),高盛,14.6,16.3,25/3/2013 08:32
3311,中國建築 (03311),花旗,10.5,13.3,25/3/2013 08:31
3311,中國建築 (03311),摩根大通,11,13,25/3/2013 08:30
762,中聯通 (00762),德銀,18.3,15.9,25/3/2013 15:59
1088,中國神華 (01088),里昂,,38.5,25/3/2013 15:57
3323,中國建材 (03323),富瑞,,8,25/3/2013 12:06
3323,中國建材 (03323),摩根士丹利,,12,25/3/2013 12:04
3618,重慶農村商業銀行 (03618),巴克萊,,4.47,25/3/2013 11:45
883,中國海洋石油 (00883),德銀,21.1,21.52,25/3/2011 09:28
2877,神威藥業 (02877),高盛,28.7,28.1,25/3/2011 09:20
1238,寶龍地產 (01238),花旗,,4.23,25/3/2011 09:14
4,九龍倉集團 (00004),高盛,58.5,59.2,25/3/2011 09:12
494,利豐 (00494),匯豐證券,,49,25/3/2011 16:38
517,中遠國際控股 (00517),星展唯高達,,6.18,25/3/2011 15:57
2328,中國財險 (02328),工銀國際,,9.3,25/3/2011 15:55
291,華潤創業 (00291),里昂,,31.72,25/3/2011 15:53
2388,中銀香港 (02388),未來資產,,24.5,25/3/2011 15:50
2388,中銀香港 (02388),渣打證券,23.5,25,25/3/2011 15:44
883,中國海洋石油 (00883),大摩,20,22.5,25/3/2011 15:20
494,利豐 (00494),里昂,,40,25/3/2011 15:19
1133,哈爾濱動力 (01133),瑞信,,7.6,25/3/2011 15:15
494,利豐 (00494),高盛,44.5,45,25/3/2010 09:47
700,騰訊 (00700),大福,,175.5,25/3/2010 09:40
1882,海天國際 (01882),大華繼顯,,6.18,25/3/2010 18:31
20,會德豐 (00020),星展唯高達,22.2,26.65,25/3/2010 18:02
1128,永利澳門 (01128),花旗,8.5,8.4,25/3/2010 18:01
1880,百麗國際 (01880),大華繼顯,,12.5,25/3/2010 17:51
836,華潤電力 (00836),金英,,17.94,25/3/2010 17:23
2777,富力地產 (02777),金英,,10.98,25/3/2010 17:05
349,工銀亞洲 (00349),摩通,,20,25/3/2010 16:16
494,利豐 (00494),摩通,,34.5,25/3/2010 16:14
494,利豐 (00494),德銀,,35.9,25/3/2010 16:13
511,電視廣播 (00511),高盛,,39,25/3/2010 16:11
511,電視廣播 (00511),星展唯高達,,37.2,25/3/2010 16:09
440,大新金融 (00440),星展唯高達,,53,25/3/2010 16:05
1,長江實業 (00001),里昂,,114,25/3/2010 15:06
1122,慶鈴汽車 (01122),CIMB-GK,,3.3,25/3/2010 15:01
440,大新金融 (00440),中銀國際,,50,25/3/2010 14:58
494,利豐 (00494),麥格理,,37.3,25/3/2010 14:50
3988,中國銀行 (03988),里昂,4.94,5.03,25/3/2010 10:00
83,信和置業 (00083),里昂,,12.2,25/2/2016 14:05
3,中華煤氣 (00003),里昂,,12,25/2/2016 13:53
1928,金沙中國 (01928),德銀,40,37.3,25/2/2015 18:39
6,電能實業 (00006),德銀,69.8,72,25/2/2015 18:38
2282,美高梅中國 (02282),瑞信,25.5,21.4,25/2/2015 10:46
11,恒生銀行 (00011),里昂,,118,25/2/2014 17:47
1023,時代集團 (01023),華富財經,5.1,5.55,25/2/2014 16:45
1023,時代集團 (01023),星展唯高達,5.69,6.25,25/2/2014 15:06
2689,玖龍紙業 (02689),美銀美林,,5.4,25/2/2014 14:55
5,匯豐控股 (00005),里昂,,85,25/2/2014 12:22
5,匯豐控股 (00005),星展唯高達,,88.6,25/2/2014 12:21
330,思捷環球 (00330),美銀美林,,8,25/2/2013 08:33
330,思捷環球 (00330),瑞信,,7.3,25/2/2013 08:12
388,港交所 (00388),瑞穗,110,157.8,25/2/2013 13:45
3368,百盛集團 (03368),瑞信,7.54,4.31,25/2/2013 11:23
6837,海通證券 (06837),瑞信,,15.5,25/2/2013 11:17
3888,金山軟件 (03888),中銀國際,,5.2,25/2/2011 15:53
1299,友邦保險 (01299),花旗,,27,25/2/2011 15:47
83,信和置業 (00083),大和,,20.06,25/2/2011 15:34
2,中電控股 (00002),中銀國際,,60.1,25/2/2011 15:13
659,新創建集團 (00659),里昂,,14.4,25/2/2011 14:46
54,合和實業 (00054),里昂,,27.5,25/2/2011 14:43
13,和黃 (00013),美銀美林,,104,25/2/2011 14:39
2,中電控股 (00002),中銀國際,,60.1,25/2/2011 14:36
54,合和實業 (00054),瑞信,32.55,32.3,25/2/2011 10:46
2,中電控股 (00002),摩根大通,52,60,25/2/2011 10:43
293,國泰航空 (00293),瑞信,27,22,25/2/2011 10:37
659,新創建集團 (00659),瑞信,13.63,12.36,25/2/2011 10:24
178,莎莎國際 (00178),瑞信,1.8,1.75,25/11/2015 13:35
1929,周大福 (01929),摩根大通,7.4,6,25/11/2015 13:29
973,歐舒丹 (00973),巴克萊,18.06,21.8,25/11/2014 18:06
732,信利國際 (00732),大華繼顯,4.8,3.6,25/11/2014 14:53
1359,中國信達 (01359),德銀,,4.6,25/11/2014 14:14
1359,中國信達 (01359),巴克萊,,5.1,25/11/2014 14:12
2333,長城汽車 (02333),麥格里,,51,25/11/2014 13:26
2,中電 (00002),德銀,,60.2,25/11/2013 18:16
703,佳景 (00703),里昂,3.1,3.3,25/11/2013 17:06
590,六福 (00590),野村,,21,25/11/2013 12:51
1109,華潤置地 (01109),德意志銀行,,27.27,25/11/2013 12:43
2689,玖龍紙業 (02689),星展唯高達,,5.3,25/11/2011 16:28
1688,阿里巴巴 (01688),野村,10,8,25/11/2011 16:15
148,建滔化工 (00148),瑞銀,,33,25/11/2011 16:13
1818,招金礦業 (01818),工銀國際,,14.5,25/11/2011 15:47
2314,理文造紙 (02314),星展唯高達,,2.7,25/11/2011 15:39
1818,招金礦業 (01818),工銀國際,,14.5,25/11/2011 15:11
709,佐丹奴 (00709),CIMB Research,,8.6,25/11/2011 15:08
751,創維數碼 (00751),CIMB Research,,3.97,25/11/2011 15:06
2328,中國財險 (02328),建銀國際,,13.6,25/11/2011 15:04
1688,阿里巴巴 (01688),麥格理,,6,25/11/2011 14:55
2314,理文造紙 (02314),瑞信,2.6,2.35,25/11/2011 12:34
903,冠捷科技 (00903),花旗,9,3,25/11/2011 11:19
688,中國海外發展 (00688),麥格理,,14.67,25/11/2011 11:17
3333,恆大地產 (03333),大和,,5,25/11/2011 11:15
3800,保利協鑫能源 (03800),花旗,4,3.5,25/11/2011 11:09
658,高速傳動 (00658),花旗,,14,25/11/2010 09:59
762,中國聯通 (00762),德銀,10,11,25/11/2010 17:04
1171,兗州煤業股份 (01171),摩通,,26.7,25/11/2010 15:57
1088,中國神華 (01088),摩通,,31.5,25/11/2010 15:35
19,太古A (00019),野村,,145,25/11/2010 15:11
2331,李寧 (02331),中銀國際,32,18.71,25/11/2010 10:21
1338,霸王國際 (01338),匯豐證券,4.1,3.1,25/11/2010 10:16
1698,博士蛙 (01698),瑞銀,,8,25/11/2010 10:04
3690,美團點評 (03690),摩根大通,85,110,25/10/2019 11:13
1898,中煤 (01898),摩根大通,,4.9,25/10/2018 09:53
322,康師傅 (00322),瑞信,18.2,12.2,25/10/2018 15:22
1530,三生製藥 (01530),瑞信,,16.5,25/10/2018 14:48
1313,華潤水泥 (01313),中金,,3.3,25/10/2016 17:02
2333,長城汽車 (02333),摩根士丹利,,68,25/10/2013 16:47
973,歐舒丹 (00973),里昂,20.8,19,25/10/2013 15:51
1088,中國神華 (01088),摩根大通,,23.5,25/10/2013 13:53
914,安徽海螺 (00914),美銀美林,,29.2,25/10/2012 09:34
914,安徽海螺 (00914),里昂,28.8,28.3,25/10/2012 09:06
941,中國移動 (00941),美銀美林,70,76,25/10/2012 14:36
999,I.T. (00999),野村國際,,5.4,25/10/2012 14:03
688,中國海外發展 (00688),大華繼顯,,20.7,25/10/2012 13:04
538,味千（中國） (00538),高盛,,2.7,25/10/2012 13:03
737,合和基建 (00737),花旗,,3.3,25/10/2012 13:02
27,銀河娛樂 (00027),德意志銀行,,29.4,25/10/2012 10:52
1128,永利澳門 (01128),摩根士丹利,,21,25/10/2012 10:41
941,中移動 (00941),金英,,63.7,25/10/2011 17:28
999,I.T (00999),建銀國際,,8.2,25/10/2011 17:09
316,東方海外 (0316 ),德銀,,53,25/10/2011 16:25
386,中國石油化工股份 (00386),高盛,,10,25/10/2011 15:44
1928,金沙中國 (01928),美銀美林,27.2,28.3,25/10/2011 15:25
371,北控水務 (00371),德銀,,2.3,25/10/2011 15:15
1157,中聯重科 (01157),里昂,,14,25/10/2011 15:14
257,光大國際 (00257),德銀,2.65,2.68,25/10/2011 15:06
468,紛美包裝 (00468),麥格理,,4.4,25/10/2011 11:57
1910,新秀麗 (01910),野村,,19.7,25/10/2011 11:51
2342,京信通信 (02342),高盛,6.76,6.7,25/10/2011 11:50
1072,東方電氣 (01072),花旗,32,28,25/10/2011 11:44
2018,瑞聲科技 (02018),里昂,17.4,20.2,25/10/2011 11:42
3998,波司登 (03998),高盛,3.1,4.2,25/10/2010 16:20
1171,兗州煤業股份 (01171),星展唯高達,,23.2,25/10/2010 16:19
6,香港電燈 (00006),高盛,,57.5,25/10/2010 15:45
903,冠捷科技 (00903),花旗,5.3,6,25/10/2010 15:16
1171,兗州煤業股份 (01171),瑞信,,23.2,25/10/2010 15:13
2,中電 (00002),高盛,58,62.5,25/10/2010 10:38
1171,兗州煤業 (01171),摩根士丹利,24,27,25/10/2010 10:34
3,煤氣 (00003),高盛,13.6,15.6,25/10/2010 10:26
3377,遠洋地產 (03377),大福證券,,6.74,25/10/2010 10:22
3918,金界控股 (03918),瑞信,10,11.2,25/1/2019 14:27
3968,招商銀行 (03968),交銀國際,,38,25/1/2019 13:57
570,中國中藥 (00570),大華繼顯,,3.6,25/1/2017 13:13
967,桑德國際 (00967),瑞信,11.1,9.6,25/1/2016 15:34
881,中升控股 (00881),瑞信,6,4.5,25/1/2016 15:34
1114,華晨中國 (01114),花旗,8.2,7.4,25/1/2016 15:32
967,桑德國際 (00967),摩根大通,7.1,4,25/1/2016 15:31
1114,華晨中國 (01114),摩根士丹利,,15,25/1/2016 13:23
388,港交所 (00388),中金公司,,153.4,25/1/2016 13:22
1339,中國人民保險集團 (01339),大和,,4.6,25/1/2016 13:21
2628,中國人壽 (02628),大和,44,35.5,25/1/2016 13:20
1072,東方電氣 (01072),摩根士丹利,,41.69,25/1/2011 18:45
883,中海油 (00883),申銀,,24.7,25/1/2011 17:53
178,莎莎國際 (00178),德銀,,3.77,25/1/2011 17:50
1044,恒安國際 (01044),中銀國際,,71.6,25/1/2011 17:48
1133,哈爾濱動力 (01133),瑞信,,7.6,25/1/2011 16:52
700,騰訊控股 (00700),德銀,,240,25/1/2011 16:21
144,招商局國際 (00144),瑞銀,,40,25/1/2011 15:58
980,聯華超市 (00980),星展唯高達,,43.05,25/1/2011 15:17
1398,工商銀行 (01398),德銀,,7.5,25/1/2011 15:13
880,澳博控股 (00880),高盛,,17.8,25/1/2011 15:10
23,東亞銀行 (00023),未來資產,,33.1,25/1/2011 15:02
178,莎莎國際 (00178),德銀,,3.77,25/1/2011 15:00
1338,霸王集團 (01338),摩根士丹利,2.75,2.1,25/1/2011 10:26
27,銀河娛樂 (00027),蘇格蘭皇家銀行,8.8,12.45,25/1/2011 10:22
315,數碼通 (00315),匯豐證券,14.1,26,25/1/2011 10:09
1199,中遠太平洋 (01199),海通國際,,18,25/1/2011 10:06
175,吉利汽車 (00175),大和,,30,24/9/2018 13:09
753,中國國航 (00753),麥格理,7.7,7.9,24/9/2015 09:43
1055,中國南方航空 (01055),麥格理,5.2,5.8,24/9/2015 09:42
670,中國東方航空 (00670),麥格理,5.3,5.7,24/9/2015 09:40
992,聯想集團 (00992),摩根大通,,13.5,24/9/2014 12:32
330,思捷環球 (00330),美銀美林,8,9.3,24/9/2014 12:31
330,思捷環球 (00330),巴克萊,,10.3,24/9/2014 12:30
330,思捷環球 (00330),里昂,10,10.5,24/9/2014 12:29
881,中升控股 (00881),摩通,7.5,8,24/9/2013 16:57
522,ASM太平洋 (00522),美銀美林,106.3,96.6,24/9/2013 16:54
144,招商局國際 (00144),摩通,,18.5,24/9/2013 16:52
1913,普拉達 (01913),麥格理,,59,24/9/2013 16:50
1988,民生銀行 (01988),巴克萊,,11.65,24/9/2013 13:48
1913,普拉達 (01913),德意志銀行,84,88,24/9/2013 13:38
762,中聯通 (00762),瑞信,,18.2,24/9/2013 13:16
998,中信銀行 (00998),傑富瑞,,5.2,24/9/2013 12:24
1880,百麗國際 (01880),里昂,,14.18,24/9/2012 15:42
1171,兗州煤業股份 (01171),交銀國際,,15.49,24/9/2012 15:18
494,利豐 (00494),瑞信,,10.4,24/9/2012 15:17
494,利豐 (00494),巴克萊,,16.2,24/9/2012 15:16
1913,Prada (01913),德意志銀行,,66,24/9/2012 11:57
1114,華晨中國 (01114),麥格里,,11,24/9/2012 10:48
135,昆侖能源 (00135),花旗,,17.1,24/9/2012 10:46
1882,海天國際 (01882),摩根大通,,9,24/9/2010 09:57
753,中國國航 (00753),大福證券,,10.8,24/9/2010 09:51
297,中化化肥 (00297),美銀美林,,5.5,24/9/2010 09:40
1888,建滔積層板 (01888),大和,,10.62,24/9/2010 16:55
3800,保利協鑫能源 (03800),高盛,,2.7,24/9/2010 16:54
762,中國聯通 (00762),德銀,11.7,10,24/9/2010 15:15
148,建滔化工 (00148),瑞信,,39,24/9/2010 14:50
2689,玖龍紙業 (02689),星展唯高達,,14.2,24/9/2010 14:49
832,建業地產 (00832),工銀國際,,2.51,24/9/2010 14:40
845,恒盛地產 (00845),美銀美林,,1.9,24/9/2010 14:33
1928,金沙中國 (01928),德銀,,15,24/9/2010 14:30
2007,碧桂園 (02007),瑞信,19.54,19.75,24/8/2018 09:32
291,華潤啤酒 (00291),大和,20,20.7,24/8/2017 11:35
728,中電信 (00728),瑞信,,5.3,24/8/2017 11:32
728,中電信 (00728),大和,,4.91,24/8/2017 11:13
728,中國電信 (00728),美銀美林,,5.1,24/8/2016 15:58
728,中國電信 (00728),滙豐,,4.4,24/8/2016 15:57
762,中國電信 (00762),瑞信,,6.85,24/8/2016 15:57
2688,新奧能源 (02688),滙豐,,55,24/8/2015 14:04
2777,富力地產 (02777),滙豐,12.2,11.9,24/8/2015 13:45
2007,碧桂園 (02007),里昂,,3.3,24/8/2015 13:44
2007,碧桂園 (02007),滙豐,3.92,3,24/8/2015 13:43
2688,新奧能源 (02688),匯豐證券,60,55,24/8/2015 13:43
2777,富力地產 (02777),里昂,8.4,7.6,24/8/2015 13:42
1112,合生元 (01112),德意志,,14.4,24/8/2015 12:09
175,吉利汽車 (00175),德意志銀行,,4,24/8/2015 12:03
175,吉利汽車 (00175),瑞信,,5.1,24/8/2015 11:52
538,味千（中國） (00538),巴克萊,,5.44,24/8/2012 16:29
857,中石油 (00857),巴克萊,,13,24/8/2012 16:29
903,冠捷科技 (00903),巴克萊,2.2,2,24/8/2012 16:28
2318,平保 (02318),花旗,,72,24/8/2012 16:27
2331,李寧 (02331),德銀,,4.7,24/8/2012 16:23
1898,中煤能源 (01898),瑞銀,,5.28,24/8/2012 11:57
2388,中銀香港 (02388),摩通,,24.9,24/8/2012 11:56
2388,中銀香港 (02388),巴克萊,,24.4,24/8/2012 11:38
1361,361度 (01361),高盛,6.5,7.1,24/8/2011 09:35
1133,哈爾濱電氣 (01133),花旗,8,10,24/8/2011 09:31
939,建設銀行 (00939),里昂,,8.27,24/8/2011 09:23
2628,中國人壽 (02628),工銀國際,,23,24/8/2011 17:09
3323,中國建材 (03323),星展唯高達,,22.4,24/8/2011 16:24
1128,永利澳門 (01128),德銀,30.8,28,24/8/2011 15:49
1988,民生銀行 (01988),大和,7.8,6.1,24/8/2011 15:46
2628,中國人壽 (02628),花旗,29.1,25.8,24/8/2011 15:40
322,康師傅控股 (00322),美銀美林,27,24,24/8/2011 15:26
3,中華煤氣 (00003),中銀國際,,15.8,24/8/2011 15:13
1128,永利澳門 (01128),花旗,,23.5,24/8/2011 15:11
728,中國電信 (00728),中銀國際,,5.32,24/8/2011 15:10
916,龍源電力 (00916),中銀國際,,8,24/8/2011 15:04
