ticker,company,issuer,spot,predicted,date_posted
293,國泰航空 (00293),摩根士丹利,,12.31,14/3/2013 11:37
891,利邦 (00891),里昂,,7.3,14/3/2012 17:06
2388,中銀香港 (02388),里昂,,26.66,14/3/2012 16:51
386,中國石化 (00386),工銀國際,,10.76,14/3/2012 16:20
941,中國移動 (00941),瑞銀,80,70,14/3/2012 14:32
688,中國海外 (00688),瑞信,11.2,12.6,14/3/2012 14:11
1193,華潤燃氣 (01193),瑞信,14.5,15.1,14/3/2012 14:09
1968,匹克體育 (01968),高盛,2,2.1,14/3/2012 12:24
960,龍湖地產 (00960),美銀美林,,12.6,14/3/2012 11:56
1972,太古地產 (01972),瑞信,,25.1,14/3/2012 11:14
1211,比亞迪 (01211),美銀美林,,57,14/3/2011 09:46
19,太古A (00019),法巴,,114.8,14/3/2011 09:43
1813,合景泰富 (01813),工銀國際,,7.72,14/3/2011 18:07
966,中國太平 (00966),美銀美林,,28.48,14/3/2011 16:28
836,華潤電力 (00836),花旗,,17,14/3/2011 15:17
973,歐舒丹 (00973),瑞銀,,25.4,14/3/2011 14:46
316,東方海外國際 (00316),高盛,,110,14/3/2011 14:45
555,御泰中彩控股 (00555),里昂,,1.73,14/3/2011 14:45
368,中外運航運 (00368),里昂,,2.65,14/3/2011 14:42
683,嘉里建設 (00683),美銀美林,,47,14/3/2011 14:40
16,新鴻基地產 (00016),野村,,170.5,14/3/2011 14:38
151,旺旺中國 (00151),海通國際,7.26,6.9,14/3/2011 10:12
788,中國鐵塔 (00788),麥格理,,1.9,14/2/2019 10:21
8,電訊盈科 (00008),高盛,,5.5,14/2/2017 14:20
8,電訊盈科 (00008),瑞信,5.05,5.25,14/2/2017 14:19
308,香港中旅 (00308),德銀,2.55,2.7,14/2/2017 14:17
8,香港電訊 (00008),德銀,,11.5,14/2/2017 12:06
1193,華潤燃氣 (01193),瑞信,,31,14/2/2017 11:13
880,澳博控股 (00880),里昂,,35,14/2/2014 17:25
992,聯想 (00992),里昂,,12.54,14/2/2014 16:57
992,聯想集團 (00992),摩根大通,,10.7,14/2/2014 15:14
1910,新秀麗 (01910),DBS唯高達,,20.7,14/2/2013 08:06
1913,PRADA (01913),高盛,91.7,95.3,14/2/2013 08:04
1157,中聯重科 (01157),高盛,11.3,13.3,14/2/2013 16:55
883,中海油 (00883),麥格理,,21,14/2/2013 16:53
54,合和 (00054),美銀美林,,26.5,14/2/2013 16:50
268,金蝶國際 (00268),摩根大通,5,2.7,14/2/2012 16:05
1068,雨潤食品 (01068),蘇格蘭皇家銀行,16.1,12.9,14/2/2012 15:56
688,中國海外 (00688),德銀,,23.43,14/2/2012 15:53
691,山水水泥 (00691),工銀國際,,7.5,14/2/2012 15:39
3323,中國建材 (03323),工銀國際,,12,14/2/2012 15:36
1972,太古地產 (01972),中銀國際,,21.2,14/2/2012 12:50
2328,中國財險 (02328),花旗,,11,14/2/2012 11:24
358,江西銅業 (00358),巴克萊,,25,14/2/2012 11:21
1117,現代牧業 (01117),德銀,3.3,3,14/2/2012 11:18
2319,蒙牛乳業 (02319),中銀國際,,25.5,14/2/2011 09:54
1368,特步國際 (01368),海通國際,,6.16,14/2/2011 09:50
1128,永利澳門 (01128),花旗,17.3,16.25,14/2/2011 09:22
489,東風集團 (00489),星展唯高達,,17.5,14/2/2011 15:30
857,中國石油股份 (00857),高盛,,8.3,14/2/2011 15:23
1109,華潤置地 (01109),瑞銀,,18.5,14/2/2011 15:18
1088,中國神華 (01088),星展唯高達,,43.1,14/2/2011 15:16
4,九龍倉 (00004),麥格里,,60,14/2/2011 15:14
173,嘉華國際 (00173),建銀國際,,4.63,14/2/2011 15:12
8043,年代國際控股 (08043),建銀國際,,1.08,14/2/2011 15:09
303,偉易達 (00303),里昂,,132,14/2/2011 15:05
23,東亞銀行 (00023),德銀,28.8,29.4,14/2/2011 10:03
2,中電控股 (00002),花旗,84,78,14/12/2016 12:54
1044,恒安國際 (01044),麥格理,,76.8,14/12/2016 11:37
1044,恒安國際 (01044),花旗,,50.2,14/12/2016 11:23
2,中電 (00002),里昂,,58,14/12/2012 15:31
1928,金沙中國 (01928),美銀美林,,38.1,14/12/2012 14:24
2011,中聯重科 (02011),瑞信,,8.4,14/12/2011 15:05
1117,現代牧業 (01117),花旗,3.17,3.08,14/12/2011 15:04
2,中電控股 (00002),摩根大通,,72,14/12/2011 14:49
709,佐丹奴國際 (00709),瑞銀,6.65,6.76,14/12/2011 14:46
1114,華晨中國 (01114),大華繼顯,,7,14/12/2011 12:21
1768,賽得利控股 (01768),摩根士丹利,3.8,3,14/12/2011 10:58
151,中國旺旺 (00151),高盛,,8.3,14/12/2011 10:56
1728,正通汽車 (01728),渣打證券,10,9.37,14/12/2011 10:52
1044,恒安國際 (01044),法巴,,82,14/12/2011 10:48
670,中國東方航空股份 (00670),高盛,,7,14/12/2010 08:23
823,領匯房產基金 (00823),野村,21.96,26.58,14/12/2010 08:16
2388,中銀香港 (02388),德銀,,27.4,14/12/2010 14:53
2,中電控股 (00002),花旗,,67,14/12/2010 14:41
293,國泰航空 (00293),里昂,,26,14/12/2010 14:32
941,中國移動 (00941),野村,,95,14/12/2010 14:29
358,江西銅業股份 (00358),瑞銀,17,25.85,14/12/2010 13:53
460,四環醫藥 (00460),摩通,,7.4,14/12/2010 13:51
880,澳博控股 (00880),大摩,10.6,15,14/12/2010 13:20
2,中電控股 (00002),花旗,,67,14/12/2010 13:19
1910,新秀麗 (01910),瑞信,34,32,14/11/2018 16:08
303,偉易達 (00303),大和,120,90,14/11/2018 10:14
2018,瑞聲科技 (02018),高盛,,93,14/11/2017 11:37
2018,瑞聲科技 (02018),法巴,143,154,14/11/2017 11:27
2018,瑞聲科技 (02018),德銀,165,180,14/11/2017 11:16
941,中國移動 (00941),德銀,105,110,14/11/2016 15:31
823,領匯房產基金 (00823),麥格理,52.2,51.9,14/11/2014 13:12
823,領匯房產基金 (00823),摩根大通,,47.5,14/11/2014 13:11
700,騰訊控股 (00700),摩根士丹利,391.2,446,14/11/2013 17:20
823,領匯 (00823),里昂,35.33,35.5,14/11/2013 16:48
700,騰訊控股 (00700),高盛,,450,14/11/2013 11:38
303,偉易達 (00303),摩根大通,106,103,14/11/2013 11:28
506,中國食品 (00506),星展唯高達,,3.4,14/11/2013 11:21
8,電訊盈科 (00008),摩根士丹利,,7.5,14/11/2012 18:31
27,銀河娛樂 (00027),里昂,30.5,33,14/11/2012 17:25
590,六福 (00590),瑞信,30,25.7,14/11/2012 12:55
1929,周大福 (01929),瑞信,11,9.16,14/11/2012 12:49
753,中國國航 (00753),大和資本,,6.6,14/11/2012 12:39
2319,蒙牛乳業 (02319),摩根士丹利,,26,14/11/2012 12:23
763,中興通訊 (00763),瑞信,,32.5,14/11/2011 15:33
2601,中國太保 (02601),瑞信,,38,14/11/2011 15:27
363,上海實業控股 (00363),瑞銀,33.6,31.4,14/11/2011 15:20
778,置富產業信托 (00778),高盛,3.85,4,14/11/2011 14:56
992,聯想集團 (00992),匯豐,5.78,5.29,14/11/2011 14:33
2318,中國平安 (02318),德銀,,74.73,14/11/2011 11:20
670,東航 (00670),高盛,,4.7,14/11/2011 11:19
778,置富產業信託 (00778),大和,,5.15,14/11/2011 11:14
3311,中國建築 (03311),德銀,,10.03,14/11/2011 11:00
1928,金沙中國 (01928),美銀美林,45.8,45.6,14/10/2019 10:51
2282,美高梅中國 (02282),滙豐,18.8,19,14/10/2015 09:54
27,銀河娛樂 (00027),法巴,,30.6,14/10/2015 09:53
880,澳博控股 (00880),瑞信,9.5,8.8,14/10/2015 09:53
27,銀河娛樂 (00027),瑞信,,37.6,14/10/2015 09:52
1128,永利澳門 (01128),法巴,13.1,8.9,14/10/2015 09:51
388,港交所 (00388),滙豐,,210,14/10/2015 09:51
2382,舜宇光學科技 (02382),滙豐,16,18.6,14/10/2015 09:50
2196,復星醫藥 (02196),里昂,,28.4,14/10/2015 14:17
902,華能國際電力 (00902),德銀,,10.7,14/10/2014 15:59
2020,安踏體育 (02020),麥格里,,17.7,14/10/2014 11:34
992,聯想集團 (00992),傑富瑞,,9,14/10/2014 11:32
2618,TCL通訊 (02618),摩根大通,,13,14/10/2014 11:10
1880,百麗國際 (01880),里昂,,20.3,14/10/2011 08:51
1299,友邦保險 (01299),美銀美林,,31,14/10/2011 16:53
1299,友邦保險 (01299),里昂,,28,14/10/2011 15:55
712,卡姆丹克太陽能 (00712),大和,2,1.75,14/10/2011 15:09
813,世茂房地產 (00813),工銀國際,11.86,8.29,14/10/2011 15:00
81,中海宏洋 (00081),美銀美林,10.8,9.2,14/10/2011 14:57
2607,上海醫藥 (02607),里昂,23.2,17.08,14/10/2011 14:53
1099,國藥控股 (01099),里昂,26.4,23.3,14/10/2011 14:52
363,上實控股 (00363),匯豐環球,40,30,14/10/2011 12:06
1299,友邦保險 (01299),高盛,,37,14/10/2011 12:05
1836,九興控股 (01836),瑞信,24,21,14/10/2011 12:04
2888,渣打集團 (02888),摩通,,225,14/10/2010 08:50
1833,銀泰百貨 (01833),中銀國際,,10.7,14/10/2010 18:06
753,中國國航 (00753),星展唯高達,,10.85,14/10/2010 16:53
670,中國東方航空股份 (00670),星展唯高達,,4.78,14/10/2010 16:52
175,吉利汽車 (00175),星展唯高達,2.9,3.5,14/10/2010 15:09
388,香港交易所 (00388),中銀國際,,214,14/10/2010 15:06
10,恆隆地產 (00010),花旗,,37.41,14/10/2010 15:05
2342,京信通信 (02342),Mirae Asset Sec Eng Lang,,9.9,14/10/2010 15:01
489,東風集團股份 (00489),野村,,14,14/10/2010 14:59
709,佐丹奴 (00709),德銀,,5.35,14/10/2010 14:51
659,新創建集團 (00659),里昂,,21.56,14/10/2010 14:49
1177,中生製藥 (01177),美銀美林,,3.75,14/10/2010 10:28
178,莎莎國際 (00178),渣打證券,,7.46,14/10/2010 10:23
966,中國太平保險 (00966),瑞信,,27,14/10/2010 10:20
995,安徽皖通 (00995),大福證券,,6,14/10/2010 10:00
178,莎莎國際 (00178),里昂,4.65,3.6,14/1/2019 10:10
3898,南車時代電氣 (03898),法巴,43.65,32.04,14/1/2016 16:58
1766,中國中車 (01766),法巴,8.67,6.52,14/1/2016 16:58
494,利豐 (00494),高盛,5.7,5.3,14/1/2016 14:51
941,中國移動 (00941),法巴,,122,14/1/2016 14:50
700,騰訊控股 (00700),德銀,155,156,14/1/2015 14:37
2318,中國平安 (02318),瑞信,100,96,14/1/2015 11:29
874,白雲山 (00874),花旗,,35.69,14/1/2015 11:24
1299,友邦保險 (01299),摩根大通,50,51,14/1/2015 10:22
6030,中信証券 (06030),麥格理,,20,14/1/2014 17:40
2600,中國鋁業 (02600),摩根大通,,2.8,14/1/2014 17:38
691,山水水泥 (00691),里昂,,3.2,14/1/2014 11:42
268,金蝶國際 (00268),建銀國際,2.1,3.3,14/1/2014 11:32
494,利豐 (00494),里昂,,10.5,14/1/2013 08:20
1880,百麗國際 (01880),中金公司,15.9,19.5,14/1/2013 16:15
6030,中信證券 (06030),建銀國際,16.1,21,14/1/2013 15:55
882,天津發展 (00882),美銀美林,,6.2,14/1/2013 15:09
3800,保利協鑫 (03800),野村,,1.3,14/1/2013 15:06
684,亞倫國際 (00684),海通國際,,5.5,14/1/2011 09:41
762,中國聯通 (00762),野村,,13.5,14/1/2011 18:17
3983,中海石油化學 (03983),摩通,,7.3,14/1/2011 15:50
1088,中國神華 (01088),大摩,,48,14/1/2011 15:42
293,國泰航空 (00293),瑞信,,27,14/1/2011 15:36
1029,鐵貨 (01029),瑞銀,,4.66,14/1/2011 15:34
709,佐丹奴 (00709),星展唯高達,,5.6,14/1/2011 15:33
293,國泰航空 (00293),里昂,,26,14/1/2011 15:31
3988,中國銀行 (03988),德銀,,5.5,14/1/2011 15:29
1899,興達國際 (01899),里昂,,11.2,14/1/2011 15:25
3818,中國動向 (03818),高盛,,4,14/1/2011 10:19
486,俄鋁 (00486),德銀,12.5,15,14/1/2011 10:04
3311,中國建築 (03311),摩根大通,9,11,14/1/2011 10:01
762,聯通 (00762),瑞銀,,10,13/9/2019 10:27
3323,中國建材 (03323),瑞銀,,9.28,13/9/2018 09:55
2689,玖龍紙業 (02689),花旗,16,23,13/9/2017 11:13
2333,長城汽車 (02333),里昂,,31.48,13/9/2013 14:56
144,招商局國際 (00144),里昂,,29.5,13/9/2013 14:12
16,新鴻基地產 (00016),里昂,,105,13/9/2013 12:52
315,數碼通 (00315),DBS唯高達,,14.5,13/9/2013 12:36
315,數碼通 (00315),瑞信,12.6,11.5,13/9/2013 12:34
2601,中國太保 (02601),高盛高華,,32.51,13/9/2012 09:26
358,江西銅業 (00358),交銀國際,,21.4,13/9/2012 09:26
2866,中海集運 (02866),瑞信,3.1,1.3,13/9/2012 09:23
2018,瑞聲科技 (02018),巴克萊,29.8,38.9,13/9/2012 14:34
3377,遠洋地產 (03377),花旗,3.7,5.25,13/9/2012 14:33
119,保利置業 (00119),中銀國際,,5.59,13/9/2012 14:29
836,華潤電力 (00836),美銀美林,,19.2,13/9/2012 13:07
1913,普拉達 (01913),匯豐環球,,71,13/9/2012 13:06
3339,中國龍工 (03339),瑞信,,1.8,13/9/2012 13:04
175,吉利汽車 (00175),DBS唯高達,,2.8,13/9/2012 10:38
2318,中國平安 (02318),瑞信,,72.5,13/9/2012 10:36
700,騰訊 (00700),大摩,,284.5,13/9/2012 10:35
2357,中航科工 (02357),大和,,4.4,13/9/2012 10:34
386,中石化 (00386),大摩,,8.75,13/9/2012 10:31
992,聯想集團 (00992),瑞信,,7.5,13/9/2012 10:30
2343,太平洋航運 (02343),瑞信,3.3,3.4,13/9/2012 10:29
590,六福集團 (00590),瑞信,16.5,23.3,13/9/2012 10:28
883,中海油 (00883),麥格里,,19.5,13/9/2012 10:24
322,康師傅 (00322),瑞銀,,26.2,13/9/2012 10:21
2601,中國太保 (02601),美銀美林,,29.8,13/9/2012 10:19
1929,周大福 (01929),瑞信,9.3,10.15,13/9/2012 10:18
590,六福集團 (00590),瑞信,16.5,23.3,13/9/2012 10:17
2601,中國太保 (02601),里昂,26.5,25.4,13/9/2012 10:12
3383,雅居樂地產 (03383),瑞銀,,11.76,13/9/2010 08:15
883,中國海洋石油 (00883),高盛,,15.3,13/9/2010 08:14
144,招商局國際 (00144),麥格理,,34,13/9/2010 08:13
12,恆基地產 (00012),瑞銀,,83.9,13/9/2010 08:08
883,中海油 (00883),高盛,,14.4,13/9/2010 15:27
293,國泰航空 (00293),花旗,,22,13/9/2010 14:58
388,香港交易所 (00388),中國國際金融,,155,13/9/2010 14:56
1883,中信1616集團 (01883),SBI E2-Capital Securities,,3.26,13/9/2010 14:53
728,中國電信 (00728),野村,,4.7,13/9/2010 14:51
1886,匯源果汁 (01886),瑞銀,,4.9,13/9/2010 12:41
293,國泰航空 (00293),瑞信,,23,13/9/2010 12:31
330,思捷環球 (00330),高盛,,55,13/9/2010 12:27
3800,保利協鑫能源 (03800),摩根士丹利,2.35,2.5,13/9/2010 12:03
981,中芯國際 (00981),摩根士丹利,6.7,7.5,13/8/2019 09:56
981,中芯國際 (00981),富瑞,9.5,10.5,13/8/2018 11:32
981,中芯國際 (00981),交銀國際,,13.3,13/8/2018 11:31
388,港交所 (00388),麥格理,298,282,13/8/2015 15:37
700,騰訊控股 (00700),富瑞,,185,13/8/2015 14:16
700,騰訊控股 (00700),里昂,195,185,13/8/2015 14:15
700,騰訊控股 (00700),大和,190,175,13/8/2015 14:14
388,港交所 (00388),瑞信,,180,13/8/2015 14:14
2238,廣汽集團 (02238),巴克萊,9.7,9.1,13/8/2014 09:43
857,中國石油股份 (00857),巴克萊,,11.8,13/8/2014 13:58
2038,富智康 (02038),野村證券,,5.5,13/8/2014 13:39
135,昆侖能源 (00135),野村證券,,11.5,13/8/2014 13:39
2038,富智康集團 (02038),巴克萊,,5.8,13/8/2014 13:23
257,光大國際 (00257),美銀美林,,12.3,13/8/2014 12:18
257,光大國際 (00257),高盛,,12.66,13/8/2014 12:12
2,中電控股 (00002),摩根大通,69,67,13/8/2013 15:50
2038,富智康 (02038),美銀美林,,5.6,13/8/2013 15:49
388,港交所 (00388),摩根大通,,135,13/8/2013 12:01
2,中電控股 (00002),摩根大通,69,67,13/8/2013 11:53
2331,李寧 (02331),里昂,,4.14,13/8/2013 11:26
2,中電控股 (00002),里昂,,55,13/8/2013 11:04
688,中國海外發展 (00688),里昂,,20.5,13/8/2012 17:22
3336,巨騰國際 (03336),匯豐證券,2.85,4.2,13/8/2012 16:31
1972,太古地產 (01972),瑞信,25.3,25.9,13/8/2012 16:29
494,利豐 (00494),摩根士丹利,20.5,19,13/8/2012 11:48
688,中國海外發展 (00688),大和,,19.9,13/8/2012 11:47
1,長江實業 (00001),高盛,134,137,13/8/2012 11:18
19,太古A (00019),高盛,,98,13/8/2012 11:02
66,港鐵 (00066),摩根大通,30,30.9,13/8/2010 09:57
101,恒隆地產 (00101),大福證券,,28,13/8/2010 09:16
66,港鐵公司 (00066),大摩,,32,13/8/2010 17:45
66,港鐵公司 (00066),星展唯高達,32.8,34.6,13/8/2010 16:11
494,利豐 (00494),CIMB,42.5,45,13/8/2010 15:35
302,永亨銀行 (00302),瑞銀,78.5,79,13/8/2010 15:14
1928,金沙中國 (01928),CIMB Research,,16.09,13/8/2010 14:29
494,利豐 (00494),CIMB Research,,45,13/8/2010 14:27
31,航天控股 (00031),中信証券,,2.53,13/8/2010 14:24
66,港鐵公司 (00066),高盛,,30.3,13/8/2010 10:52
700,騰訊控股 (00700),中金公司,,190,13/8/2010 10:32
388,港交所 (00388),高盛,,145,13/8/2010 10:11
494,利豐 (00494),摩根士丹利,38,44,13/8/2010 10:09
670,東方航空 (00670),瑞銀,,6.25,13/7/2018 10:43
1299,友邦保險 (01299),瑞信,,67.2,13/7/2017 11:27
1313,華潤水泥 (01313),滙豐,,2.5,13/7/2016 13:22
1313,華潤水泥 (01313),美銀美林,,3.5,13/7/2016 13:21
2333,長城汽車 (02333),瑞信,63,37,13/7/2015 15:32
2333,長城汽車 (02333),摩根大通,44,28,13/7/2015 13:38
2333,長城汽車 (02333),德銀,54.5,36.9,13/7/2015 13:37
941,中移動 (00941),野村,,91,13/7/2012 17:21
5,匯控 (00005),摩根士丹利,80,82,13/7/2012 16:51
2601,中國太保 (02601),德意志,,24.9,13/7/2012 12:08
151,中國旺旺 (00151),工銀國際,,11,13/7/2012 11:54
2333,長城汽車 (02333),工銀國際,,18.38,13/7/2012 11:37
861,神州數碼 (00861),摩根大通,18,16,13/7/2011 09:19
168,青島啤酒股份 (00168),德銀,47.5,49.7,13/7/2011 09:18
13,和記黃埔 (00013),摩通,,111,13/7/2011 09:17
1186,中國鐵建 (01186),大和,,6.8,13/7/2011 09:16
2877,神威藥業 (02877),麥格理,,25,13/7/2011 17:51
66,港鐵公司 (00066),大摩,,30,13/7/2011 16:43
2388,中銀香港 (02388),高盛,,27.5,13/7/2011 15:36
11,恆生銀行 (00011),高盛,150,139,13/7/2011 15:35
688,中國海外 (00688),瑞銀,16.3,19,13/7/2011 15:34
2007,碧桂園 (02007),瑞銀,3.91,4.48,13/7/2011 15:33
293,國泰航空 (00293),花旗,,15.8,13/7/2010 17:48
101,恆隆地產 (00101),德銀,,34.5,13/7/2010 17:47
293,國泰航空 (293 ),里昂,,21,13/7/2010 17:46
688,中國海外發展 (00688),CIMB,,18.12,13/7/2010 17:42
2689,玖龍紙業 (02689),麥格理,,15,13/7/2010 17:36
728,中國電信 (00728),野村,,4.7,13/7/2010 16:44
82,第一視頻 (00082),光大控股,,4.1,13/7/2010 14:49
1211,比亞迪 (01211),摩根士丹利,70,64,13/7/2010 10:20
697,首長國際 (00697),蘇格蘭皇家銀行,1.8,1.25,13/7/2010 10:09
1880,百麗 (01880),里昂,,13.74,13/7/2010 10:06
1211,比亞迪 (01211),大福证券,,72.3,13/7/2010 10:00
1313,華潤水泥 (01313),美銀美林,8.5,10,13/6/2018 15:28
6169,宇華教育 (06169),摩根大通,5.5,6.5,13/6/2018 15:04
1313,華潤水泥 (01313),滙豐,,9.5,13/6/2018 13:30
1958,北京汽車 (01958),德銀,,7.8,13/6/2017 12:07
1114,華晨中國 (01114),麥格理,,15,13/6/2017 11:18
3323,中國建材 (03323),工銀國際,,12,13/6/2013 14:13
941,中國移動 (00941),美銀美林,,74,13/6/2013 13:52
883,中海油 (00883),德銀,15.43,15.67,13/6/2013 13:50
386,中石化 (00386),德意志銀行,10.05,7.5,13/6/2013 13:49
1913,普拉達 (01913),里昂,,92.9,13/6/2013 13:41
1913,普拉達 (01913),野村證券,,80,13/6/2013 13:35
1913,普拉達 (01913),DBS唯高達,87.4,86.8,13/6/2013 13:29
1988,民生銀行 (01988),摩根大通,,8,13/6/2013 12:00
1898,中煤能源 (01898),瑞信,,5.9,13/6/2013 11:46
302,永亨銀行 (00302),高盛,,71,13/6/2013 11:45
1230,雅士利 (01230),海通證券,,2.6,13/6/2011 09:15
751,創維數碼 (00751),瑞信,,6.3,13/6/2011 09:11
823,領匯房產基金 (00823),瑞銀,,29.8,13/6/2011 09:10
2328,中國財險 (02328),高盛,9.7,13.75,13/6/2011 16:12
3311,中國建築 (03311),大和,,8.5,13/6/2011 16:11
1928,金沙中國 (01928),摩根士丹利,22,24.5,13/6/2011 16:10
1200,美聯集團 (01200),瑞信,7.18,5.93,13/6/2011 15:15
11,恒生銀行 (00011),MF Global HK,,151,13/6/2011 15:14
1051,國際資源 (01051),中銀國際,,0.67,13/6/2011 15:10
1101,中國熔盛重工 (01101),中銀國際,,7.22,13/6/2011 15:07
363,上海實業 (00363),高盛,,36.7,13/6/2011 15:05
322,康師傅控股 (00322),大和,18.5,27.9,13/6/2011 11:44
11,恒生銀行 (00011),麥格理,,95,13/5/2015 14:23
11,恒生銀行 (00011),德銀,,152,13/5/2015 13:57
11,恒生銀行 (00011),巴克萊,155,160,13/5/2015 13:42
2382,舜宇光學科技 (02382),巴克萊,,21,13/5/2015 12:20
1177,中國生物製藥 (01177),摩根士丹利,,9,13/5/2015 11:02
11,恒生銀行 (00011),摩根士丹利,,167,13/5/2015 10:07
880,澳博 (00880),美銀美林,24.8,25,13/5/2014 12:29
880,澳博 (00880),里昂,35.5,35.2,13/5/2014 12:17
700,騰訊控股 (00700),里昂,,700,13/5/2014 12:07
220,統一企業 (00220),美銀美林,,10,13/5/2013 15:41
778,置富 (00778),美銀美林,,8,13/5/2013 15:39
489,東風汽車 (00489),大華繼顯,,8.5,13/5/2013 15:37
836,華潤電力 (00836),摩根大通,28,23.3,13/5/2013 15:33
2618,TCL通訊 (02618),摩根大通,,5.5,13/5/2013 15:32
2600,中國鋁業 (02600),德意志銀行,,2.71,13/5/2013 11:55
700,騰訊控股 (00700),高盛,,304,13/5/2013 11:39
700,騰訊控股 (00700),巴克萊,,290,13/5/2013 11:30
2628,中國人壽 (02628),工银国际,,28,13/5/2011 17:27
2333,長城汽車 (2333 ),工銀國際,,14.27,13/5/2011 17:04
3333,恆大地產 (03333),星展唯高達,5.61,6.74,13/5/2011 17:03
3800,保利協鑫能源 (03800),高盛,5,6,13/5/2011 17:02
1688,阿里巴巴 (01688),大摩,,21.5,13/5/2011 17:01
5,匯豐控股 (00005),大摩,,100,13/5/2011 17:01
1898,中煤能源 (01898),工銀國際,,11.08,13/5/2011 16:43
3800,保利協鑫能源 (03800),野村,,7,13/5/2011 14:58
1039,暢豐車橋 (01039),海通國際,,5.5,13/5/2011 14:55
606,中國糧油控股 (00606),摩通,,10.6,13/5/2011 14:53
1688,阿里巴巴 (01688),中銀國際,,15.3,13/5/2011 14:49
302,永亨銀行 (00302),瑞信,114,100,13/5/2011 12:19
175,吉利汽車 (00175),大和,,3.5,13/5/2011 12:17
916,龍源電力 (00916),法巴,,10.31,13/5/2011 10:42
1688,阿里巴巴 (01688),摩通,15,13.5,13/5/2011 10:37
388,香港交易所 (00388),花旗,,116,13/5/2010 18:42
3339,中國龍工 (03339),高盛,,7.3,13/5/2010 18:34
388,香港交易所 (00388),美銀美林,,128,13/5/2010 18:24
175,吉利汽車 (00175),三星,3.3,2.85,13/5/2010 16:03
293,國泰航空 (00293),里昂,,19.6,13/5/2010 15:32
817,方興地產 (00817),星展唯高達,,2.86,13/5/2010 14:33
700,騰訊控股 (00700),Samsung Securities,,129,13/5/2010 14:31
700,騰訊控股 (00700),未來資產,,202,13/5/2010 11:53
700,騰訊控股 (00700),野村,,200,13/5/2010 11:30
700,騰訊控股 (00700),麥格理,,160,13/5/2010 10:57
1093,石藥集團 (01093),富瑞,,13,13/4/2017 15:19
388,港交所 (00388),高盛,220,355,13/4/2015 19:28
2382,舜宇光學科技 (02382),里昂,,17.25,13/4/2015 19:06
3968,招商銀行 (03968),高盛高華,,21.3,13/4/2015 13:46
144,招商局國際 (00144),摩根大通,,42,13/4/2015 13:36
1836,九興控股 (01836),里昂,,22,13/4/2015 13:28
388,港交所 (00388),德銀,199,285,13/4/2015 13:18
1171,兗洲煤 (01171),瑞信,,5.9,13/4/2015 11:33
323,馬鞍山鋼鐵 (00323),瑞信,,2.6,13/4/2015 11:32
1,長實 (0001 ),里昂,,100,13/4/2012 18:06
1828,大昌行 (01828),里昂,,9.35,13/4/2012 17:47
3933,聯邦制藥 (03933),摩根士丹利,8.08,5.5,13/4/2012 15:09
210,達芙妮國際 (00210),高盛,,12.9,13/4/2012 14:40
11,恆生銀行 (00011),瑞銀,106,105,13/4/2012 14:39
857,中石油 (00857),瑞信,13.5,13.3,13/4/2012 14:29
2319,蒙牛乳業 (02319),金英,,28.53,13/4/2012 14:26
973,歐舒丹 (00973),巴克萊,18.43,20.7,13/4/2012 12:13
883,中海油 (00883),瑞信,17.6,18.3,13/4/2012 10:57
590,六福集團 (00590),瑞信,,33.8,13/4/2011 09:26
2899,紫金礦業 (02899),瑞信,9.6,7.2,13/4/2011 09:23
3311,中國建築 (03311),德銀,,10.03,13/4/2011 08:55
1171,兗州煤業股份 (01171),瑞信,,34.7,13/4/2011 08:43
1029,鐵貨? (01029),中銀國際,,3.07,13/4/2011 18:12
712,卡姆丹克 (00712),工銀國際,3.2,3.62,13/4/2011 17:48
1898,中煤能源 (01898),工銀亞洲,,10.38,13/4/2011 17:26
12,恆基地產 (00012),星展唯高達,,49.5,13/4/2011 16:41
388,港交所 (00388),法巴,,214.94,13/4/2011 15:55
12,恆基地產 (00012),高盛,,58.1,13/4/2011 15:34
363,上海實業控股 (00363),高盛,36.1,40,13/4/2011 15:24
12,恒基地產 (00012),星展唯高達,,49.5,13/4/2011 15:20
267,國泰航空 (00267),里昂,,22.6,13/4/2011 15:18
966,中國太平 (00966),SWS Research,,26,13/4/2011 15:12
41,鷹君 (00041),野村,,37.6,13/4/2011 15:08
1919,中國遠洋 (01919),大摩,9.6,8.7,13/4/2011 14:35
3331,維達國際 (03331),金英,,7.29,13/4/2010 18:00
1238,寶龍地產 (01238),麥格理,,3.3,13/4/2010 17:17
27,銀河娛樂 (00027),大摩,,4.4,13/4/2010 16:19
1133,哈爾濱動力股份 (01133),野村,,5.8,13/4/2010 16:18
3308,金鷹商貿集團 (03308),麥格理,,17.2,13/4/2010 15:05
354,中國軟件國際 (00354),星展唯高達,,1.58,13/4/2010 14:37
2328,中國財險 (02328),麥格理,,3.75,13/4/2010 14:35
916,龍源電力 (00916),京華山一,,12.4,13/4/2010 14:18
2388,中銀香港 (02388),摩通,,22,13/4/2010 14:14
175,吉利汽車 (00175),Samsung Securities,,3.3,13/4/2010 14:07
210,達芙妮 (00210),摩根士丹利,,9.2,13/4/2010 10:55
1068,雨潤食品 (01068),大福證券,,28.8,13/4/2010 10:30
700,騰訊控股 (00700),摩根大通,,180,13/4/2010 10:21
5,匯豐控股 (00005),瑞銀,,92.95,13/4/2010 10:17
